HP:0004015	橈骨骨幹端の異常
HP:0000750	発語および言語発達遅延
HP:0000751	性格変化
HP:0011419	胎盤剥離
HP:0012747	異常な脳幹 MRI シグナル強度
HP:0011416	胎盤梗塞
HP:0012746	薄い趾爪
HP:0011415	石灰化した胎盤
HP:0012749	巣状 T2 低輝度脳幹病変
HP:0011418	異常な肢帯の挿入
HP:0011417	長い臍帯
HP:0012748	巣状 T2 高輝度脳幹病変
HP:0011412	吸引分娩
HP:0012743	腹部肥満
HP:0012742	薄い指爪
HP:0011411	鉗子分娩
HP:0011414	胎児水腫性胎盤
HP:0012745	短い眼瞼裂
HP:0012744	大腿骨無形成
HP:0011413	肩難産
HP:0011410	帝王切開
HP:0012741	片側性停留精巣
HP:0012740	乳頭腫
HP:0000769	乳房の異常
HP:0000767	漏斗胸
HP:0000768	はと胸
HP:0000765	胸郭の異常
HP:0000766	胸骨の異常
HP:0000763	感覚ニューロパチー
HP:0000764	末梢神経軸索変性
HP:0000762	神経活動電位の振幅減少
HP:0012718	胃腸管の形態異常
HP:0012717	重度伝音難聴
HP:0012719	胃腸管機能異常
HP:0012714	重度難聴
HP:0012713	中等度の難聴
HP:0012716	中等度の伝音難聴
HP:0012715	最重度難聴
HP:0012710	内方に伸びた爪
HP:0012712	軽度の難聴
HP:0012711	脊椎骨骨端骨化遅延
HP:0000738	幻覚
HP:0000739	不安
HP:0000736	短い注意期間
HP:0000737	被刺激性
HP:0000734	脱抑制
HP:0000735	社会的相互作用障害
HP:0000732	ルーチンまたは儀式への譲歩しない執着
HP:0000733	常同行動
HP:0012729	嚢状下行胸部大動脈瘤
HP:0012728	紡錘状下行胸部大動脈瘤
HP:0012725	皮膚性合指症
HP:0012724	上眼瞼浮腫
HP:0012727	胸部大動脈瘤
HP:0012726	低カリウム血症エピソード
HP:0012721	静脈奇形
HP:0012720	鼻新生物
HP:0012723	洞房ブロック
HP:0012722	心ブロック
HP:0000749	発作性の笑いの爆発
HP:0000748	不適切な笑い
HP:0000745	動機づけの減少
HP:0000746	妄想
HP:0000743	フロンタルリリースサイン
HP:0000744	フラストレーション耐性低下
HP:0000741	無関心, 感情鈍磨
HP:0000742	自己切断
HP:0000740	不安 (褐色細胞腫を伴う)
HP:0000709	精神病
HP:0000718	攻撃的行動
HP:0000719	不適切行動
HP:0000716	うつ
HP:0000717	自閉症
HP:0000712	情動不安定
HP:0000713	不穏
HP:0000710	口愛過度
HP:0000711	不穏状態
HP:0012707	MRSによる脳尿酸値上昇
HP:0012706	MRSによる脳コリン値上昇
HP:0012709	MRSによる異常な脳コリン/クレアチン比
HP:0012708	MRSによる脳 N-acetyl aspartate 値現象
HP:0012703	クモ膜下腔の異常
HP:0012702	裏急後重, テネスムス
HP:0012705	MRSでの異常な代謝性脳画像
HP:0012704	幅広いクモ膜下腔
HP:0012701	便意切迫
HP:0012700	異常な大腸生理
HP:0000729	自閉性行動
HP:0000727	前頭葉認知症
HP:0000728	同僚関係構築能障害
HP:0000725	精神病エピソード
HP:0000726	認知症
HP:0000723	拘束性行動r
HP:0000721	自発あそび欠損
HP:0000722	強迫性行動
HP:0000720	気分変動
HP:0004290	横断性線状を伴う手骨硬化症
HP:0004291	手骨のの点状石灰化
HP:0004292	手骨モデリング不全
HP:0004293	第２中手骨-小菱形骨癒合症
HP:0004294	中手骨指骨関節亜脱臼
HP:0004295	胃粘膜の異常
HP:0004296	胃腸管血管の異常
HP:0004297	胆道系の異常
HP:0004298	腹壁の異常
HP:0004299	腹壁ヘルニア
HP:0000707	神経系の異常
HP:0000708	行動異常
HP:0000705	エナメル質形成不全
HP:0000706	歯未萌出
HP:0000703	象牙質形成不全
HP:0000704	歯周炎
HP:0000700	歯根先部X線透過性
HP:0004279	短い手掌
HP:0004271	手骨の皮質肥厚
HP:0004272	手骨の皮質菲薄化
HP:0004273	手骨の杯状骨幹端
HP:0004274	手骨の骨化不足
HP:0004275	手の骨の重複
HP:0004276	外骨症 (手骨)
HP:0004277	手骨骨折
HP:0004278	手骨癒合症
HP:0004280	手の骨の不規則な骨化
HP:0004281	不規則な手の骨の硬化症
HP:0004283	狭い手掌
HP:0004284	切痕のある手骨粗鬆症
HP:0004285	手骨の過剰モデリング
HP:0004286	斑状硬化症 (手骨)
HP:0004287	尖った手骨 hand bones
HP:0004288	偽骨端 (手骨)
HP:0004289	手骨の硬化巣
HP:0004257	 小菱形骨骨化遅延
HP:0004258	小さい小菱形骨
HP:0005588	斑状掌蹠角皮症
HP:0004259	有鉤骨の異常
HP:0004250	近位に位置する月状骨
HP:0005580	腎盂重複
HP:0004251	月状骨-三角骨癒合
HP:0005583	尿細管基底膜の崩壊
HP:0004252	大菱形骨の異常
HP:0005585	斑状高色素
HP:0004253	大菱形骨欠損/大菱形骨骨化欠損
HP:0004254	大菱形骨骨化遅延
HP:0005584	腎細胞癌
HP:0005587	広範性色素性皮膚病変
HP:0004255	小さい大菱形骨
HP:0005586	日光に当たった領域の高色素
HP:0004256	小菱形骨の異常
HP:0004268	手の小関節骨関節炎
HP:0004269	手の小関節亜脱臼
HP:0005599	毛髪低色素
HP:0031864	菌血症
HP:0005590	斑状低色素
HP:0005592	メラニン細胞の巨大メラノソーム
HP:0004260	大きな有鉤骨
HP:0004261	幅広い有鉤骨
HP:0004262	有頭骨の異常
HP:0005593	斑状低色素性渦，線状および斑
HP:0004263	大きな有頭骨
HP:0004264	狭い手根骨関節腔
HP:0005595	全身性過角化症
HP:0005598	蝶形顔面中部分布の顔面毛細血管拡張
HP:0005597	先天性全禿頭
HP:0004267	狭い手の小関節
HP:0004235	コンマ型手根骨
HP:0005567	腎性マグネシウム喪失
HP:0006897	第VI脳神経麻痺
HP:0004236	不規則な手根骨
HP:0004237	大きな手根骨
HP:0006899	小脳半球癒合
HP:0004238	手根骨の融解病変
HP:0004239	近位に位置する手根骨
HP:0006892	前頭側頭葉萎縮
HP:0005561	骨髄細胞形態の異常
HP:0006891	分厚い大脳皮質
HP:0005560	ヘモグロビン合成不均衡
HP:0004230	第5指近位指間(PIP)関節亜脱臼
HP:0005563	ネフロン数減少
HP:0004231	手根骨無形成
HP:0006894	嗅脳低形成
HP:0004232	副手根骨
HP:0006893	重度の小脳異形成
HP:0005562	多発性腎嚢胞
HP:0005565	腎皮質髄質分化の減少
HP:0006896	覚醒前幻覚
HP:0004233	手根骨骨化促進
HP:0004234	骨内骨外観 (手根骨)
HP:0006895	下肢筋緊張亢進
HP:0005564	腎皮質髄質分化欠損
HP:0004246	舟状骨骨化遅延
HP:0004247	小さい舟状骨
HP:0004248	舟状骨の異常
HP:0005579	クロール腎尿細管再吸収障害
HP:0004249	月状骨欠損
HP:0005572	腎尿細管リン排泄減少
HP:0004240	手根骨内の硬化巣
HP:0004241	手根骨の点状石灰化
HP:0005571	腎尿細管リン再吸収増加
HP:0005574	非アシドーシス性近位尿細管症
HP:0004242	幅広い手根骨
HP:0004243	舟状骨の異常
HP:0004244	副舟状骨
HP:0005576	尿細管間質 線維症
HP:0004245	コンマ型舟状骨
HP:0005575	溶血性尿毒症候群症候群
HP:0004213	第5指指骨の異常
HP:0004214	湾曲した第5指指骨
HP:0005547	骨髄増殖性疾患
HP:0004216	第5指指骨の骨融解病変
HP:0005546	赤血球浸透圧抵抗性の増加
HP:0005549	先天性好中球減少症
HP:0005548	巨核球減少症
HP:0006879	橋小脳萎縮
HP:0004218	第5指の指関節癒合症
HP:0004219	第5指中節骨の異常
HP:0006870	葉性全前脳胞症
HP:0005541	先天性無顆粒球症
HP:0006872	大脳低形成
HP:0005540	赤血球有角赤血球症
HP:0005543	プロテインC活性の減少
HP:0005542	全血凝固時間遷延
HP:0006873	対称性進行性末梢神経脱髄
HP:0004224	第5指中節骨骨端の異常
HP:0006887	知的障害, 進行性
HP:0005556	前頭縫合の異常
HP:0006886	遠位振動覚障害
HP:0004225	第5指末節骨の異常
HP:0004226	湾曲した第5指末節骨 
HP:0006889	知的障害, 境界域
HP:0005558	慢性白血病
HP:0006888	髄膜脳瘤
HP:0005557	顴骨弓の異常
HP:0004227	短い第5指末節骨
HP:0005559	キニン-カリクレイン系の異常
HP:0005550	慢性リンパ性白血病
HP:0006881	びまん性末梢神経脱髄
HP:0006880	小脳血管芽腫
HP:0004220	短い第5指中節骨
HP:0006882	重症水頭症
HP:0004222	第5指末節骨骨端の円錐骨端
HP:0004223	第5指末節骨象牙骨端
HP:0005523	リンパ増殖性疾患
HP:0005522	ピリドキシン反応性鉄芽球性貧血
HP:0005525	自然溶血性クライシス
HP:0005524	大球性溶血性疾患
HP:0006855	小脳虫部萎縮
HP:0006858	遠位固有覚障害
HP:0005527	キニノーゲン活性の減少
HP:0005526	リンパ性白血病
HP:0006859	後部白質脳症
HP:0005528	骨髄細胞数増多
HP:0006850	腹側橋低形成
HP:0006852	全身性筋緊張低下エピソード
HP:0005521	播種性血管内凝固
HP:0006851	対称性脊髄神経根神経線維腫
HP:0005520	慢性播種性血管内凝固
HP:0005534	一過性骨髄proliferative syndrome
HP:0006865	下肢より上肢を障害する感覚運動ポリニューロパチー
HP:0006866	正中中枢神経脂肪腫
HP:0005535	運動誘発性溶血
HP:0005537	平均血小板容量の減少
HP:0004207	第5指の異常
HP:0005539	T-細胞慢性リンパ性リンパ腫/白血病
HP:0004209	第5指弯指
HP:0005532	大球性異常造血性貧血
HP:0006863	重度の発語遅延
HP:0005531	二表現型生急性白血病
HP:0006834	けいれん発症時の発達停滞
HP:0005502	赤血球浸透圧脆弱性の増加
HP:0005505	難治性貧血
HP:0005507	ヘモグロビン Barts
HP:0005506	慢性骨髄性白血病
HP:0006837	先天性Horner 症候群
HP:0005508	Waldenstrom マクログロブリン血症
HP:0010098	第1中足骨の完全重複
HP:0010099	第1中足骨の部分重複
HP:0010094	母趾基節骨の完全重複
HP:0010095	母趾基節骨の部分重複
HP:0010096	母趾末節骨の完全重複
HP:0010097	母趾末節骨の部分重複
HP:0010090	斑状硬化症 (母趾基節骨)
HP:0010091	母趾基節骨の趾関節癒合症
HP:0010092	三角形の母趾基節骨
HP:0010093	母趾基節骨重複
HP:0006830	男性での重度新生児筋緊張低下
HP:0005512	好中球ブドウ球菌殺菌障害
HP:0005511	Heinz 小体貧血
HP:0006844	膝蓋腱反射
HP:0005513	巨核球数増加
HP:0006846	急性脳症
HP:0005518	巨大赤血球症
HP:0006849	脳梁低異形成
HP:0005517	T-細胞リンパ腫/白血病
HP:0005510	一過性erythroblastopenia
HP:0006812	後部脳室周囲領域の白質異常
HP:0006813	片側間代性発作
HP:0006818	I型滑脳症
HP:0006817	小脳虫部無形成/低形成  
HP:0010076	母趾末節骨無形成/低形成
HP:0009090	顔面両麻痺外観
HP:0010077	幅広い母趾末節骨
HP:0010078	弾丸型母趾末節骨
HP:0010079	湾曲した母趾末節骨
HP:0010072	斑状硬化症 (第1中足骨)
HP:0010073	第1中足骨癒合症
HP:0009084	正中上歯槽隆起切痕
HP:0010074	三角形の第1中足骨
HP:0010075	第1中足骨重複
HP:0009087	後部に位置する舌
HP:0009088	発語調音困難
HP:0009085	歯槽隆起 過成長
HP:0010070	湾曲した第1中足骨
HP:0010071	第1中足骨の骨融解病変
HP:0006821	多小脳回, 前部から後部への傾斜
HP:0006825	蒼白な脊髄後柱
HP:0006824	脳神経麻痺
HP:0006827	脊髄萎縮
HP:0006829	重度筋緊張低下
HP:0010087	弾丸型母趾基節骨
HP:0010088	湾曲した母趾基節骨
HP:0010089	母趾基節骨の骨融解病変
HP:0010083	三角形の母趾末節骨
HP:0009094	下歯槽隆起裂
HP:0010084	母趾末節骨重複
HP:0010085	母趾基節骨無形成/低形成
HP:0009092	進行性歯槽隆起肥大
HP:0010086	幅広い母趾基節骨
HP:0009098	慢性口腔カンジダ症
HP:0010080	母趾末節骨の骨融解病変
HP:0009099	正中口蓋裂
HP:0010081	斑状硬化症 (母趾末節骨)
HP:0010082	母趾末節骨の趾関節癒合症
HP:0010058	母趾趾骨無形成/低形成
HP:0011389	内耳機能異常
HP:0010059	幅広い母趾趾骨
HP:0011386	狭い内耳道
HP:0010054	第1中足骨の異常
HP:0011385	内耳道欠損
HP:0010055	幅広い母趾
HP:0011388	蝸牛水道拡大
HP:0010056	母趾骨端の異常
HP:0010057	母趾趾骨の異常
HP:0011387	前庭水道拡大
HP:0011382	三半規管低形成
HP:0011381	三半規管無形成
HP:0010051	母趾の偏位/位置異常
HP:0009062	乳児軸性筋緊張低下
HP:0011384	内耳道の異常
HP:0010052	母趾基節骨の異常
HP:0010053	母趾末節骨の異常
HP:0011383	三半規管拡大
HP:0009060	肩甲骨筋萎縮
HP:0009063	進行性遠位筋虚弱
HP:0011380	三半規管の形態異常
HP:0009064	全身性リポジストロフィー
HP:0009069	致死性乳児ミトコンドリアミオパチー
HP:0009067	進行性脊髄性筋萎縮
HP:0006801	深部腱反射亢進
HP:0006803	いきいきした幻覚
HP:0006802	前角細胞の異常
HP:0010069	弾丸型第1中足骨
HP:0006808	大脳髄鞘低形成
HP:0010065	三角形の母趾趾骨
HP:0011397	脊髄後柱の異常
HP:0010066	母趾趾骨重複
HP:0011396	蝸牛神経の異常
HP:0011399	脛骨筋萎縮
HP:0010067	第1中足骨無形成/低形成
HP:0011398	中枢性筋緊張低下
HP:0010068	幅広い第1中足骨
HP:0010061	湾曲した母趾趾骨
HP:0009072	アキレス腱反射減少
HP:0011393	前庭神経無形成
HP:0009073	進行性近位筋虚弱
HP:0011392	前庭神経の異常
HP:0010062	母趾趾骨の骨融解病変
HP:0010063	斑状硬化症 (母趾趾骨)
HP:0011395	蝸牛無形成/低形成
HP:0009071	炎症性ミオパチー
HP:0011394	前庭神経低形成
HP:0010064	母趾の趾関節癒合症
HP:0009077	長指伸展筋虚弱
HP:0011391	内耳神経の形態異常
HP:0011390	内耳の形態異常
HP:0010060	弾丸型母趾趾骨
HP:0010036	第2中手骨無形成/低形成
HP:0011368	表皮肥厚
HP:0012699	下肢骨幹奇形
HP:0010037	第2中手骨無形成
HP:0012698	小脳神経膠症
HP:0011367	黄色爪
HP:0010038	短い第2中手骨
HP:0010039	第3中手骨無形成/低形成
HP:0011369	蒙古斑
HP:0012695	視床量の減少
HP:0011364	白髪
HP:0011363	毛髪成長率の異常
HP:0012694	視床量拡大
HP:0010033	三角形の第1中手骨
HP:0010034	短い第1中手骨
HP:0012697	小さい基底核
HP:0011365	毛髪の斑状低色素
HP:0010035	第1中手骨無形成
HP:0012696	異常な視床MRI シグナル強度
HP:0012691	巣状 T2 低輝度視床病変
HP:0011360	後天性毛髪パターン異常
HP:0012690	T2 低輝度視床
HP:0010030	第1中手骨の骨融解病変
HP:0012693	異常な視床サイズ
HP:0011362	異常な毛髪量
HP:0011361	先天性毛髪パターン異常
HP:0010031	斑状硬化症 (第1中手骨)
HP:0012692	巣状 T2 高輝度視床病変
HP:0009044	三角筋低形成
HP:0009042	著明な筋肥大
HP:0009045	運動誘発性横紋筋融解
HP:0009046	走行困難
HP:0009049	腓骨筋萎縮
HP:0011379	内耳前庭拡大
HP:0010047	短い第5中手骨
HP:0010048	中手骨無形成
HP:0011378	内耳前庭低形成
HP:0010049	短い中手骨
HP:0011375	蝸牛無形成
HP:0010043	第4中手骨無形成
HP:0011374	I 型不完全な蝸牛分割
HP:0010044	短い第4中手骨
HP:0011377	前庭無形成
HP:0010045	第5中手骨無形成/低形成
HP:0011376	内耳前庭の形態異常
HP:0010046	第5中手骨無形成
HP:0009050	大腿四頭筋萎縮
HP:0011371	反復性ウイルス性皮膚感染症
HP:0010040	第3中手骨無形成
HP:0011370	反復性皮膚カビ感染症
HP:0009051	筋グリコーゲン量増加
HP:0010041	短い第3中手骨
HP:0011373	不完全な蝸牛分割
HP:0010042	第4中手骨無形成/低形成
HP:0011372	内耳無形成
HP:0009054	肩甲腓骨筋ミオパチー
HP:0009055	全身性四肢筋萎縮
HP:0009053	遠位下肢筋虚弱
HP:0009058	筋脂質量増加
HP:0009059	先天性全身性リポジストロフィー
HP:0009056	上肢の皮下脂肪組織喪失
HP:0000691	小歯
HP:0000692	歯不正配列
HP:0000690	上顎側切歯無発生
HP:0010018	第1中手骨の拡大した骨端
HP:0011349	外転筋麻痺
HP:0010019	第1中手骨骨端の断片化
HP:0012677	淡蒼球内鉄沈着
HP:0010014	第1中手骨骨端異常
HP:0011346	軽度の発語遅延
HP:0010015	第1中手骨骨端欠損
HP:0012676	脳の銅蓄積
HP:0011345	中等度の発語遅滞
HP:0010016	第1中手骨骨端ブラケット
HP:0012679	椎弓根間距離拡大
HP:0011348	第6脳神経の異常
HP:0011347	眼外転の異常
HP:0010017	第1中手骨骨端の円錐骨端
HP:0012678	黒質内鉄沈着
HP:0012673	上部膣無形成
HP:0011342	軽度の全般性発達遅滞
HP:0010010	第2中手骨の異常
HP:0010011	第3中手骨の異常
HP:0012672	無動性無言症
HP:0011341	長い上口唇
HP:0010012	第4中手骨の異常
HP:0011344	重度の全般性発達遅滞
HP:0012675	脳内鉄沈着
HP:0012674	下部膣無形成
HP:0011343	中等度の全般性発達遅滞
HP:0010013	第5中手骨の異常
HP:0011340	上口唇不完全裂
HP:0012671	無為
HP:0012670	起立性失心
HP:0009020	運動誘発性筋疲労
HP:0000699	歯の正中離解
HP:0009025	結合織増加
HP:0009026	広背筋低形成
HP:0009023	腹筋虚弱
HP:0000698	円錐型切歯
HP:0000695	出産歯
HP:0000696	永久歯萌出遅延
HP:0009027	足背屈筋虚弱
HP:0000694	貝形歯　
HP:0009028	四肢筋の全般性虚弱
HP:0010029	湾曲した第1中手骨
HP:0010025	第1中手骨骨端の三角形骨端
HP:0012688	松果体生理異常
HP:0011357	毛髪濃度の異常
HP:0011356	皮膚の領域性異常
HP:0010026	第1中手骨無形成/低形成
HP:0012687	松果体無発生
HP:0010027	幅広い第1中手骨
HP:0011359	乾いた毛髪
HP:0012689	異常な松果体メラトニン分泌
HP:0010028	弾丸型第1中手骨
HP:0011358	全身性毛髪低色素
HP:0012684	異常な松果体容量
HP:0010021	第1中手骨象牙骨端
HP:0011353	動脈内膜線維症
HP:0011352	重度の理解できる言語遅滞
HP:0010022	第1中手骨偽骨端
HP:0012683	松果体嚢胞
HP:0011355	限局性皮膚病変
HP:0012686	松果体量増加
HP:0010023	小さい第1中手骨骨端
HP:0010024	第1中手骨の骨端点状石灰化
HP:0011354	全身性皮膚異常
HP:0012685	松果体量減少
HP:0012680	松果体異常
HP:0012682	松果体石灰化
HP:0011351	中等度の理解できる言語遅滞
HP:0011350	軽度の理解できる言語遅滞
HP:0012681	松果体形態異常
HP:0010020	不規則な第1中手骨骨端
HP:0009031	足関節の筋萎縮
HP:0009037	分節性脊髄性筋萎縮
HP:0000670	齲歯
HP:0011328	泉門異常
HP:0012659	FDG PETでの前前頭葉代謝低下
HP:0012658	異常な脳 FDG ポジトロンCT
HP:0011327	後部斜頭
HP:0011329	頭蓋骨縫合異常
HP:0012655	髄液 ドパミン 値上昇
HP:0011324	多発性頭蓋骨縫合早期癒合
HP:0011323	下顎裂
HP:0012654	異常な中枢神経ドパミン値
HP:0011326	前方斜頭
HP:0012657	異常な脳ポジトロンCT
HP:0012656	髄液ドパミン値現象
HP:0011325	汎頭蓋骨縫合早期癒合
HP:0011320	単一人字縫合早期癒合
HP:0012651	歩行不能
HP:0012650	傍シルビウス裂多小脳回
HP:0012653	喘息発作重積状態
HP:0011322	右単一人字縫合早期癒合
HP:0011321	左単一人字縫合早期癒合
HP:0012652	運動誘発性喘息
HP:0000679	牛歯
HP:0000677	乏歯症
HP:0009003	皮下体幹 脂肪組織増加
HP:0009004	筋低形成
HP:0000678	歯混雑
HP:0000675	永久歯上顎門歯の巨大歯
HP:0009002	体幹の皮下脂肪組織喪失
HP:0000676	切歯の異常
HP:0009007	上腕二頭筋低形成
HP:0000674	無歯
HP:0009005	手固有筋衰弱
HP:0000680	乳歯萌出遅延
HP:0011339	上口唇唇紅部の異常
HP:0011338	口の形異常
HP:0012669	頸動脈洞性失心
HP:0010008	指中節骨重複
HP:0010009	第1中手骨の異常
HP:0012666	駆出分画の重度の減少
HP:0010003	手基節骨の部分重複
HP:0011335	前頭部多毛
HP:0011334	顔面変形
HP:0012665	拍出分画中等度減少
HP:0010004	手末節骨の部分重複
HP:0012668	血管迷走神経性失心
HP:0010005	手の中節骨末節骨の部分重複
HP:0011337	口サイズの異常
HP:0011336	両側頭部鉗子印
HP:0012667	領域性左室壁運動異常
HP:0010006	指基節骨
HP:0012662	FDG PETでの頭頂葉代謝低下
HP:0011331	片側顔面萎縮
HP:0012661	FDG PETでの視床下部代謝低下
HP:0011330	人字縫合早期癒合
HP:0010000	指の基節骨の完全重複
HP:0012664	駆出分画減少
HP:0010001	手の末節骨の完全重複
HP:0011333	非対称性泣き顔
HP:0010002	指の中節骨の完全重複
HP:0011332	片側顔面低形成
HP:0012663	駆出分画の軽度の減少
HP:0012660	FDG PETでの視床代謝低下
HP:0009011	前鋸筋低形成
HP:0000689	不正咬合
HP:0009013	先天性殿筋欠損
HP:0000687	歯間隔離
HP:0000684	歯萌出遅延
HP:0000685	歯低形成
HP:0009019	進行性顔面脂肪組織喪失
HP:0000682	歯エナメル質異常
HP:0009016	上肢筋低形成
HP:0009017	臀部皮下脂肪組織喪失
HP:0000683	灰色のエナメル質
HP:0011309	先細りの趾
HP:0012637	腎性カルシウム喪失
HP:0012636	網膜静脈閉塞
HP:0011305	趾の部分欠損
HP:0011308	細い趾
HP:0012639	神経系形態の異常
HP:0012638	神経系生理の異常
HP:0011307	広がった趾
HP:0012633	眼球内圧非対称
HP:0011302	長い手掌
HP:0011301	足欠損
HP:0012632	眼球内圧の異常
HP:0012635	虹彩低還流
HP:0011304	幅広い母指
HP:0012634	虹彩色素のばらつき
HP:0011303	凸型足底
HP:0012631	小柱網での色素沈着
HP:0011300	幅広い指尖
HP:0012630	小柱網の異常
HP:0000659	Peters 奇形
HP:0000657	眼球運動失行症
HP:0001989	胎児無動シークェンス
HP:0001988	反復性低血糖
HP:0000658	眼瞼失行
HP:0000655	硝子体網膜変性
HP:0001987	高アンモニア血症
HP:0000656	外反(眼瞼)
HP:0001986	高張性脱水
HP:0001985	低ケトン性低血糖
HP:0000653	疎な睫毛
HP:0000654	網膜電図 (ERG) 振幅減少
HP:0001984	タンパク不耐性
HP:0001983	CD43 (sialophorin) のリンパ球表面発現の減少
HP:0000651	複視
HP:0000652	下眼瞼コロボーマ
HP:0001982	海青組織球症
HP:0001981	分裂赤血球増加症
HP:0001980	巨赤芽球性骨髄
HP:0000650	パターン視覚誘発性電位振幅の減少
HP:0011317	右単一冠状縫合早期癒合
HP:0012648	炎症反応減少
HP:0012647	異常な炎症反応
HP:0011316	左単一冠状縫合早期癒合
HP:0011319	両人字縫合早期癒合
HP:0012649	炎症反応増加
HP:0011318	両冠状縫合早期癒合
HP:0011313	狭い爪
HP:0012644	尾状核乳酸値の増加
HP:0011312	爪癒合
HP:0012643	中心窩低色素
HP:0011315	単一冠状縫合早期癒合
HP:0012646	移動精巣
HP:0012645	末梢神経拡大
HP:0011314	長管骨形態の異常
HP:0012640	頭蓋内圧の異常
HP:0011311	Sydney 線
HP:0012642	小脳無発生
HP:0011310	分岐した手掌屈曲線
HP:0012641	頭蓋内圧減少
HP:0000668	減歯症
HP:0001999	異常な顔の形
HP:0001998	新生児低血糖
HP:0000666	水平性眼振
HP:0000667	眼球癆
HP:0001997	通風
HP:0000664	連続眉毛
HP:0001996	慢性代謝性アシドーシス
HP:0001995	高クロール血症性アシドーシス
HP:0000662	夜盲症
HP:0001994	腎性 Fanconi 症候群
HP:0001993	ケトアシドーシス
HP:0001992	有機酸尿
HP:0000660	網膜脂肪血症
HP:0000661	内転で狭くなる眼瞼裂
HP:0001991	趾無形成/低形成
HP:0012619	多発性膀胱憩室
HP:0012618	尿膜管嚢胞
HP:0012615	円柱尿
HP:0012614	尿中細胞異常
HP:0012617	赤血球円柱尿
HP:0012616	白血球円柱尿
HP:0012611	尿中尿酸増加
HP:0012610	尿中尿酸濃度異常
HP:0012613	尿中硫酸塩増加
HP:0012612	尿中硫酸塩濃度異常
HP:0000639	眼振
HP:0000637	長い眼瞼裂
HP:0001969	尿細管間質異常
HP:0001967	びまん性メサンギウム硬化症
HP:0000635	青色虹彩
HP:0001966	メサンギウム異常
HP:0000636	上眼瞼コロボーマ
HP:0000633	流涙減少
HP:0001965	頭皮の異常
HP:0000634	眼球外転障害
HP:0001964	中足骨無形成/低形成
HP:0001963	異常な語音弁別能
HP:0000631	網膜動脈蛇行
HP:0001962	動悸
HP:0000632	流涙異常
HP:0001961	低形成性心
HP:0000630	網膜動脈の異常
HP:0001960	低カリウム血症性代謝性アルカロージス
HP:0012629	水晶体震盪
HP:0012626	ステージ4慢性腎疾患
HP:0012625	ステージ3慢性腎疾患
HP:0012628	水晶体支持靭帯の異常
HP:0012627	偽落屑
HP:0012622	慢性腎疾患
HP:0012621	持続性総排泄腔
HP:0012624	ステージ2慢性腎疾患
HP:0012623	ステージ1慢性腎疾患
HP:0012620	総排泄腔異常
HP:0000648	視神経萎縮
HP:0000649	視覚誘発電位の異常
HP:0000646	弱視
HP:0001978	髄外造血
HP:0000647	角膜硬化
HP:0001977	異常な血栓症
HP:0001976	アンチトロンビン III 活性の減少
HP:0001975	血小板糖タンパク IIb-IIIa の減少
HP:0001974	白血球増多症
HP:0000642	赤緑色弱
HP:0001973	自己免疫性血小板減少
HP:0000643	眼瞼スパスム
HP:0001972	大球性貧血
HP:0000640	注視誘発性眼振
HP:0001971	脾機能亢進
HP:0000641	測定障害性断続性眼球運動
HP:0001970	尿細管間質性腎炎
HP:0000619	輻輳障害
HP:0001949	低カリウム血症性アルカロージス
HP:0000617	円滑的追跡眼球運動の異常
HP:0000618	盲
HP:0001948	アルカローシス
HP:0000615	瞳孔の異常
HP:0001947	腎尿細管アシドーシス
HP:0001946	ケトン症
HP:0000616	縮瞳
HP:0001945	発熱
HP:0000613	羞明
HP:0001944	脱水
HP:0000614	鼻涙管の異常
HP:0001943	低血糖
HP:0000611	脈絡膜コロボーマ
HP:0001942	代謝性アシドーシス
HP:0000612	コロボーマ
HP:0001941	アシドーシス
HP:0000610	脈絡膜の異常
HP:0012608	高マグネシウム尿
HP:0012607	尿中マグネシウム濃度異常
HP:0012609	低マグネシウム尿
HP:0012604	低ナトリウム尿
HP:0012603	尿中ナトリウム濃度異常
HP:0012606	腎性ナトリウム喪失
HP:0012605	高ナトリウム尿
HP:0012600	尿中クロ-ル濃度異常
HP:0012602	腎性クロール喪失
HP:0012601	低クロール尿
HP:0000629	大きな眼窩周囲
HP:0001959	多飲
HP:0001958	非ケトン性低血糖
HP:0000627	後部胎生環
HP:0001956	体幹肥満
HP:0000625	眼瞼裂
HP:0001955	不明熱
HP:0000622	視力障害(霧視、かすみ目)
HP:0001954	発熱エピソード
HP:0000623	核上性眼筋麻痺
HP:0001953	糖尿病性ケトアシドーシス
HP:0000620	涙嚢炎
HP:0001952	耐糖能異常
HP:0001951	アンモニア中毒エピソード
HP:0000621	内反(眼瞼)
HP:0001950	活性減少アルカローシス
HP:0001919	急性腎外傷
HP:0001929	第 XI 因子活性の減少
HP:0001928	凝固の異常
HP:0001927	有棘赤血球増加
HP:0001924	鉄芽球性貧血
HP:0001923	網状赤血球増多症
HP:0001922	空胞化リンパ球
HP:0001920	腎動脈狭窄
HP:0004195	第4指指骨の骨融解病変
HP:0004197	第4指の指関節癒合症
HP:0000608	黄斑変性
HP:0000609	視神経低形成
HP:0001939	代謝/ホメオスターシスの異常
HP:0000606	眼窩周囲の異常
HP:0000607	眼窩周囲の皺
HP:0001937	微小血管症性溶血性貧血
HP:0001935	小球性貧血
HP:0000605	核上性注視麻痺
HP:0000602	眼筋麻痺
HP:0001934	外傷後の持続性出血
