OMIM:616033	小頭-低身長-ブドウ糖代謝異常
OMIM:613711	Hirschsprung 病への感受性3
OMIM:613712	Hirschsprung 病への感受性4
OMIM:613717	Treacher Collins 症候群 2 (TCS2)
OMIM:613718	難聴, 常染色体劣性74
OMIM:613720	てんかん性脳症, 早期乳児性, 7
OMIM:613721	てんかん性脳症, 早期乳児性, 11
OMIM:613722	てんかん性脳症, 早期乳児性, 12
OMIM:613723	筋ジストロフィー, 肢帯型, 常染色体劣性17
OMIM:613724	白質脳症-ジストニア-運動性ニューロパチー
OMIM:613728	脊髄小脳性運動失調, 常染色体劣性10
OMIM:613729	7q11.23 欠失症候群, 遠位, 1.2-MB
OMIM:613730	脳の出血性破壊-上衣下石灰化-白内障
OMIM:613731	色素性網膜炎4
OMIM:613735	脳奇形-尿路奇形
OMIM:613736	化膿性汗腺炎, 家族性, 2 +/- Dowling-Degos 病
OMIM:613737	化膿性汗腺炎, 家族性, 3
OMIM:613743	副腎不全, 先天性-46,XY 性逆転, 部分または完全
OMIM:613744	痙性対麻痺51, 常染色体劣性
OMIM:613750	色素性網膜炎27
OMIM:613751	内臓逆位症, 4, 常染色体性
OMIM:613752	高メチオニン血症-S-sdenosylhomocystiein hyrolase  欠乏症
OMIM:613756	色素性網膜炎49
OMIM:613757	黄斑変性症, 年齢関連性, 6
OMIM:613758	色素性網膜炎47
OMIM:613759	感染症, 反復性, 脳症, 肝機能障害および心血管奇形を伴う
OMIM:613761	黄斑変性症, 年齢関連性, 5
OMIM:613762	46,XY 性逆転 6
OMIM:613763	白内障16, 多形型
OMIM:613765	心筋症, 家族性肥大型, 9
OMIM:613767	色素性網膜炎45
OMIM:613769	色素性網膜炎 44
OMIM:613776	17p13.1 欠失症候群
OMIM:613778	黄斑変性, 加齢関連, 8
OMIM:613779	
OMIM:613780	大動脈瘤, 家族性胸部 7
OMIM:613783	
OMIM:613784	黄斑変性, 加齢関連, 12
OMIM:613789	補体成分8欠乏症 II 型
OMIM:613790	
OMIM:613791	MASP2 欠乏症
OMIM:613792	3pter-p25 欠失症候群
OMIM:613794	色素性網膜炎30
OMIM:613795	Loeys-Dietz 症候群3型
OMIM:613796	免疫不全31B
OMIM:613800	Meier-Gorlin 症候群 2
OMIM:613801	色素性網膜炎40
OMIM:613803	Meier-Gorlin 症候群 3
OMIM:613804	Meier-Gorlin 症候群 4
OMIM:613805	Meier-Gorlin 症候群 5
OMIM:613806	胆管炎, 原発性硬化性
OMIM:613807	繊毛ジスキネジア, 原発性, 14
OMIM:613808	繊毛ジスキネジア, 原発性, 15
OMIM:613809	色素性網膜炎39
OMIM:613810	色素性網膜炎 43
OMIM:613811	橋小脳低形成2D型
OMIM:613812	胆汁酸合成障害, 先天性, 3
OMIM:613818	筋ジストロフィー-ジストログリカン症 (肢帯), C型, 9
OMIM:613819	短肋骨胸郭異形成4 +/- 多指症
OMIM:613820	ネフロン癆 12
OMIM:613823	Seckel 症候群 5
OMIM:613824	ネフロン癆 9
OMIM:613825	
OMIM:613826	Leber 先天性黒内障 6
OMIM:613827	色素性網膜炎48
OMIM:613828	全身性てんかん-熱性けいれんプラス8型
OMIM:613829	Leber 先天性黒内障 7
OMIM:613830	夜盲, 先天性非進行性, 1D型
OMIM:613832	
OMIM:613834	多臓器平滑筋機能障害症候群
OMIM:613835	Leber 先天性黒内障 8
OMIM:613837	Leber 先天性黒内障 11
OMIM:613838	心筋症, 家族性肥大型, 16 (CMH16)
OMIM:613839	巨赤芽球性貧血, dihydrofolate reductase 欠乏による
OMIM:613843	Leber 先天性黒内障 15
OMIM:613845	高尿酸血症-肺高血圧-腎不全-アルカローシス症候群
OMIM:613848	骨形成不全 X 型
OMIM:613849	骨形成不全XII型
OMIM:613850	
OMIM:613852	
OMIM:613854	先天性心奇形, いろんな型, 6
OMIM:613855	エピソード性運動失調5型
OMIM:613856	全色盲 4
OMIM:613857	口腔顔面裂 13
OMIM:613860	
OMIM:613861	色素性網膜炎59
OMIM:613862	色素性網膜炎38
OMIM:613863	全身性てんかん-熱性けいれんプラス7型
OMIM:613865	難聴, 常染色体劣性61
OMIM:613869	ミオパチー, 筋原線維性, 致死性乳児筋緊張亢進性, alpha-B crystallin 関連
OMIM:613870	Hirschsprung 病-心奇形-自律神経機能障害
OMIM:613873	心筋症, 家族性肥大型17
OMIM:613874	心筋症, 家族性肥大型, 18
OMIM:613875	
OMIM:613876	心筋症, 家族性肥大型20
OMIM:613877	リポジストロフィー, 家族性, 部分, 4型
OMIM:613881	心筋症, 拡張型, 1HH
OMIM:613882	低マグネシウム血症6, 腎性
OMIM:613884	染色体13q14 欠失症候群
OMIM:613885	Meckel 症候群8型
OMIM:613886	肥満-過食-発達遅滞
OMIM:613887	白内障36
OMIM:613908	脊髄小脳失調症35
OMIM:613909	脊髄小脳失調症32
OMIM:613912	
OMIM:613913	リポジストロフィー, 部分的, 後天性-C3低値 +/- 糸球体腎炎
OMIM:613916	難聴, 常染色体劣性89
OMIM:613925	巨脳性白質脳症-皮質下嚢胞2A
OMIM:613926	大脳症性白質脳症-皮質下嚢胞 2B, 寛解性 +/- 精神遅滞
OMIM:613930	禿頭-精神遅滞症候群 3
OMIM:613933	Acetyl-CoA carboxylase 欠損症
OMIM:613938	
OMIM:613943	魚鱗癬, 先天性, 常染色体劣性8
OMIM:613944	IgA 腎症への感受性2
OMIM:613949	
OMIM:613950	統合失調症15
OMIM:613951	Fanconi 貧血, 相補性P群
OMIM:613953	免疫不全51
OMIM:613954	筋萎縮性側索硬化症14 +/- 前頭側頭認知症
OMIM:613955	アミロイドーシス, 原発性限局性皮膚, 2
OMIM:613956	カンジダ症, 家族性, 6
OMIM:613957	精子形成不全8
OMIM:613958	精子形成不全9
OMIM:613959	統合失調症16
OMIM:613960	肉芽腫症, 慢性, 常染色体性シトクロム b 陽性型 III
OMIM:613969	近視19, 常染色体優性
OMIM:613970	精神遅滞, 常染色体優性 6 +/- けいれん
OMIM:613972	
OMIM:613977	チアノーゼ, 一過性新生児
OMIM:613978	ヘモグロビンH病
OMIM:613980	心房細動, 家族性, 9
OMIM:613981	寡毛症 3
OMIM:613982	骨形成不全 VI 型
OMIM:613983	色素性網膜炎60
OMIM:613985	βサラセミア
OMIM:613986	下垂体ホルモン欠損症, 混合性, 6
OMIM:613987	角化異常症, 先天性, 常染色体劣性, 2
OMIM:613988	角化異常症, 先天性, 常染色体劣性, 3
OMIM:613989	角化異常症, 先天性, 常染色体優性, 2
OMIM:613990	角化異常症, 先天性, 常染色体優性, 3
OMIM:614008	Nestor-Guillermo プロゲリア症候群)
OMIM:614009	出血性疾患, 血小板型, 13, への感受性
OMIM:614017	
OMIM:614018	てんかん, 進行性ミオクローヌス6
OMIM:614019	滑脳症4
OMIM:614020	精神遅滞, 常染色体劣性14
OMIM:614021	心室性頻拍症, カテコラミン作動性多形性,3
OMIM:614022	心房細動, 家族性, 10
OMIM:614023	Phosphoserine phosphatase 欠乏症
OMIM:614024	
OMIM:614025	
OMIM:614028	Apolipoprotein C-III 欠乏症
OMIM:614033	
OMIM:614034	Heme oxygenase 1 欠乏症
OMIM:614035	難聴, 常染色体劣性29
OMIM:614036	
OMIM:614037	
OMIM:614038	リンパ浮腫, 原発エイ-骨髄異形成
OMIM:614039	大脳皮質異形成, 複雑-他の脳奇形1
OMIM:614042	モヤモヤ病5
OMIM:614044	
OMIM:614049	心房細動, 家族性, 11
OMIM:614050	
OMIM:614052	ミトコンドリア複合体V (ATP synthase) 欠乏症, 核型2
OMIM:614053	ミトコンドリア複合体V (ATP synthase) 欠乏症, 核型3
OMIM:614055	
OMIM:614063	N-acetylaspartate 欠乏症
OMIM:614065	ミオパチー, 遠位, 4
OMIM:614066	痙性四肢対麻痺47, 常染色体劣性
OMIM:614067	痙性四肢対麻痺52, 常染色体劣性
OMIM:614069	免疫不全-動原体不安定性-顔面奇形症候群2
OMIM:614070	
OMIM:614072	Hermansky-Pudlak 症候群3
OMIM:614073	Hermansky-Pudlak 症候群4
OMIM:614074	Hermansky-Pudlak 症候群5
OMIM:614075	Hermansky-Pudlak 症候群6
OMIM:614076	Hermansky-Pudlak 症候群 7
OMIM:614077	Hermansky-Pudlak 症候群 8
OMIM:614078	軟骨異形成-関節脱臼, GPAPP 型
OMIM:614079	
OMIM:614080	先天多発形-筋緊張低下-けいれん症候群1
OMIM:614081	無ハプトグロビン血症
OMIM:614082	Fanconi 貧血, 相補群G
OMIM:614083	Fanconi 貧血, 相補群 L
OMIM:614089	心房中隔欠損3
OMIM:614090	洞不全症候群への感受性3
OMIM:614091	短肋骨胸郭異形成7 +/- 多指症
OMIM:614096	混合性酸化的リン酸化欠乏症1
OMIM:614097	無カタラーゼ血症
OMIM:614098	Keooen-Lubinsky 症候群
OMIM:614099	頭蓋外胚葉異形成3
OMIM:614100	弛緩性皮膚, 新生児-マルファン様表現型
OMIM:614101	血漿 fibronectin 欠乏症
OMIM:614102	免疫グロブリンκ軽鎖欠乏症
OMIM:614103	
OMIM:614104	精神遅滞, 常染色体優性 7
OMIM:614105	Methylmalonate semialdehyde dehydrogenase 欠乏症
OMIM:614111	Pyruvate dehydrogenase E1-beta 欠乏症
OMIM:614113	精神遅滞, 常染色体優性 2
OMIM:614114	まだら異数性モザイク症候群2
OMIM:614115	皮質奇形, 後頭葉
OMIM:614116	ニューロパチー, 遺伝性感覚性, IE型
OMIM:614120	Hydrolethalus 症候群2
OMIM:614122	
OMIM:614128	Lactate dehydrogenase B 欠乏症
OMIM:614129	Perrault 症候群3
OMIM:614131	巣状分節状糸球体硬化症 6
OMIM:614134	Stickler 症候群 IV 型
OMIM:614135	骨端異形成, 多発性, 6
OMIM:614149	爪疾患, 非症候群性先天性9
OMIM:614152	難聴, 常染色体優性64
OMIM:614153	脊髄小脳性運動失調 36
OMIM:614156	高ビリベルジン血症
OMIM:614157	爪疾患, 非症候群性先天性10
OMIM:614158	出血性疾患, 血小板型, 14
OMIM:614160	筋肥大
OMIM:614162	免疫不全31C
OMIM:614163	
OMIM:614164	Glutathione peroxidase 欠乏症
OMIM:614165	
OMIM:614166	近視20, 常染色体優性
OMIM:614167	近視21, 常染色体優性
OMIM:614170	脆弱角膜症候群2
OMIM:614171	Hermansky-Pudlak 症候群9
OMIM:614172	
OMIM:614173	Joubert 症候群13
OMIM:614175	Meckel 症候群10型
OMIM:614180	色素性網膜炎61
OMIM:614181	色素性網膜炎 62
OMIM:614185	多幸小人症2
OMIM:614186	Leber 先天性黒内障16
OMIM:614187	両眼隔離-耳介前瘻-耳介前小孔-難聴
OMIM:614188	頭蓋縫合早期癒合症-歯奇形
OMIM:614190	色素性結節性副腎皮質疾患, 原発性, 3
OMIM:614192	大頭-大躯-顔貌異常症候群
OMIM:614195	頭蓋顔面奇形および前眼部異発生症候群
OMIM:614196	ネフローゼ症候群6型
OMIM:614198	筋無力症候群, 先天性, 16
OMIM:614199	ネフローゼ症候群5型 +/- 眼異常
OMIM:614200	出血性疾患, 血小板型, 9
OMIM:614201	出血性疾患, 血小板型, 11
OMIM:614202	精神遅滞, 常染色体劣性15
OMIM:614203	パーキンソン病 17
OMIM:614204	乾癬14, 膿疱性
OMIM:614205	3M 症候群 3
OMIM:614207	高フォスファターゼ症-精神遅滞症候群3
OMIM:614208	精神遅滞, 常染色体劣性 16
OMIM:614209	Meckel 症候群9
OMIM:614210	
OMIM:614211	難聴, 常染色体優性33
OMIM:614212	脳症, 急性, 感染誘発性への感受性, 4
OMIM:614213	ニューロパチー, 遺伝性感覚性, IIC型
OMIM:614219	Adams-Oliver 症候群 2
OMIM:614220	胆汁性肝硬変, 原発性, 4
OMIM:614221	胆汁性肝硬変, 原発性, 5
OMIM:614222	Warburg マイクロ症候群 3
OMIM:614223	ナルコレプシー 6への感受性
OMIM:614224	
OMIM:614225	Warburg マイクロ症候群 2
OMIM:614226	全前脳症 11
OMIM:614227	高尿酸血症性腎症, 家族性若年性, 3
OMIM:614228	Charcot-Marie-Tooth 病, 軸索性 型 2O
OMIM:614229	脊髄小脳性運動失調, 常染色体劣性 11
OMIM:614230	8q21.11 欠失症候群
OMIM:614231	小頭-てんかん-糖尿病症候群
OMIM:614233	色素沈着, 家族性進行性, 1
OMIM:614237	寡毛症 9
OMIM:614238	寡毛症 10
OMIM:614249	精神遅滞, 常染色体劣性18
OMIM:614250	ナルコレプシー 7
OMIM:614251	パーキンソン病18, 常染色体優性, への感受性
OMIM:614252	動脈瘤, 頭蓋内ベリー, 11
OMIM:614254	神経発達障害-多動+/-けいれん, 常染色体優性
OMIM:614255	精神遅滞, 常染色体優性9
OMIM:614256	精神遅滞, 常染色体優性10
OMIM:614257	精神遅滞, 常染色体優性11
OMIM:614261	小頭-毛細血管奇形症候群
OMIM:614262	関節拘縮-ペルテス病-上方注視麻痺
OMIM:614265	混合性マロン酸およびメチルマロン酸尿症
OMIM:614266	
OMIM:614278	
OMIM:614279	46,XY 性逆転 8
OMIM:614280	てんかん, ミオクローヌ性若年性への感受性9
OMIM:614284	Stickler 症候群 V型
OMIM:614290	テトラソミー 18p
OMIM:614291	
OMIM:614292	近視, 高度-白内障-硝子体網膜変性
OMIM:614293	胞状奇胎, 反復性, 2
OMIM:614294	15q25 欠失症候群
OMIM:614296	Wolfram 様症候群, 常染色体優性
OMIM:614298	神経変性-脳鉄蓄積4
OMIM:614299	多発性ミトコンドリア機能障害症候群2
OMIM:614300	高メチオニン血症, adenosine kinase 欠乏による
OMIM:614302	Emery-Dreifuss 型筋ジストロフィー, 7, 常染色体優性
OMIM:614303	EDICT 症候群
OMIM:614305	硬化性骨症2
OMIM:614306	認知障害 +/- 小脳性失調
OMIM:614307	Alpha-methylacyl-CoA racemase 欠乏症
OMIM:614317	膀胱尿道逆流4
OMIM:614318	膀胱尿道逆流5
OMIM:614319	膀胱尿道逆流6
OMIM:614320	
OMIM:614321	ミオパチー, 遠位, Tateyama 型
OMIM:614322	脊髄小脳性失調, 常染色体劣性12
OMIM:614323	類母斑性高色素, 線状および渦状
OMIM:614324	卵巣異発生3
OMIM:614325	Pitt-Hopkins 様症候群2
OMIM:614326	Feingold 症候群 2
OMIM:614327	
OMIM:614328	
OMIM:614329	精神遅滞, 常染色体劣性31
OMIM:614331	
OMIM:614332	2p16.3 欠失症候群
OMIM:614333	精神遅滞, 常染色体劣性29
OMIM:614335	関節拘縮症, 先天性多発性, 遠位, 1B 型
OMIM:614337	
OMIM:614338	膵リパーゼ欠乏症
OMIM:614339	
OMIM:614340	精神遅滞, 常染色体劣性27
OMIM:614341	精神遅滞, 常染色体劣性33
OMIM:614342	精神遅滞, 常染色体劣性30
OMIM:614343	精神遅滞, 常染色体劣性19
OMIM:614344	精神遅滞, 常染色体劣性23
OMIM:614345	精神遅滞, 常染色体劣性24
OMIM:614346	精神遅滞, 常染色体劣性25
OMIM:614347	精神遅滞, 常染色体劣性28
OMIM:614350	
OMIM:614369	末梢ニューロパチー-ミオパチー-嗄声-難聴
OMIM:614370	サーファクタント代謝機能障害, 肺, 5
OMIM:614371	
OMIM:614372	マンノース結合蛋白欠乏症
OMIM:614373	筋萎縮性側索硬化症 16
OMIM:614375	大動脈瘤, 腹部, 4
OMIM:614376	短肋骨胸郭異形成5 +/- 多指症
OMIM:614377	ネフロン癆 13
OMIM:614378	頭蓋外胚葉異形成 4
OMIM:614379	補体成分4B欠乏症
OMIM:614380	補体成分4A欠乏症
OMIM:614381	白質ジストロフィー, ミエリン形成不全性 8, +/- 乏歯症 +/- 低ゴナドトロピン性性腺機能低下症
OMIM:614382	
OMIM:614383	
OMIM:614385	
OMIM:614388	脳症,ミトコンドリアおよびペルオキシソーム癒合障害による1
OMIM:614389	妊娠喪失, 反復性への感受性1
OMIM:614390	妊娠喪失, 反復性への感受性2
OMIM:614391	妊娠喪失, 反復性への感受性3
OMIM:614395	
OMIM:614399	ミオパチー, 早期発症-無反射-呼吸窮迫-嚥下障害
OMIM:614400	
OMIM:614401	
OMIM:614402	小眼球症, 症候群性11
OMIM:614407	小頭-小脳低形成-心伝導障害症候群
OMIM:614408	
OMIM:614409	痙性対不全麻痺46, 常染色体劣性
OMIM:614414	難聴, 常染色体劣性96
OMIM:614415	
OMIM:614416	橈尺骨癒合-その他の骨格および頭蓋顔面奇形
OMIM:614417	てんかん, 家族性側頭葉, 5
OMIM:614420	
OMIM:614422	白内障37
OMIM:614424	Joubert 症候群14
OMIM:614429	心室中隔欠損症 1
OMIM:614430	房室中隔欠損症 4
OMIM:614431	心室中隔欠損2
OMIM:614432	心室中隔欠損3
OMIM:614433	心房中隔欠損8
OMIM:614434	弛緩性皮膚, 常染色体優性２
OMIM:614435	左心低形成症候群2
OMIM:614436	Charcot-Marie-Tooth 病, 軸索性, 2P型
OMIM:614437	弛緩性皮膚, 常染色体優性 IB 型
OMIM:614438	弛緩性皮膚, 常染色体優性 IIIB 型
OMIM:614441	肥大性骨関節症, 原発性, 常染色体劣性, 2
OMIM:614450	甲状腺機能低下症, 先天性, 非甲状腺腫性, 6
OMIM:614455	Charcot-Marie-Tooth 病, 優性中間型 E
OMIM:614456	
OMIM:614457	魚鱗癬-痙性四肢麻痺-精神遅滞
OMIM:614458	チアミン代謝機能障害症候群5 (エピソード性脳症型)
OMIM:614462	高グリシン血症-乳酸性アテトーゼ-けいれん
OMIM:614464	Joubert 症候群15
OMIM:614465	Joubert 症候群16
OMIM:614466	
OMIM:614468	家族性寒冷自己炎症症候群3
OMIM:614470	RAS-連関自己免疫性白血球増殖性疾患
OMIM:614473	動脈石灰化, 全身性, 乳児, 2
OMIM:614474	房室中隔欠損症 5
OMIM:614475	心房中隔欠損9
OMIM:614480	高トリグリセリド血症, 一過性乳児
OMIM:614482	先天性白内障-難聴-神経変性
OMIM:614483	孔脳症2
OMIM:614485	三角頭蓋2
OMIM:614486	血栓嗜好症, thrombomodulin 障害による
OMIM:614487	痙性運動失調 5, 常染色体劣性
OMIM:614491	偽性低アルドステロン血症 IIB 型
OMIM:614492	偽性低アルドステロン血症 IIC 型
OMIM:614493	Wiskott-Aldrich 症候群 2
OMIM:614494	色素性網膜炎63
OMIM:614495	偽性低アルドステロン血症 IID 型
OMIM:614496	偽性低アルドステロン血症 IIE型
OMIM:614497	小眼球, 単独-コロボーマ7
OMIM:614498	硬直-多焦点性けいれん症候群, 致死性新生児
OMIM:614499	精神遅滞, 常染色体劣性34-バリアント滑脳症
OMIM:614500	錐体桿体ジストロフィー16
OMIM:614501	精神運動発達遅滞-てんかん-頭蓋顔面形態異常
OMIM:614504	Usher 症候群 IIIB 型
OMIM:614507	先天性グリコシル化異常症 Ir
OMIM:614508	鏡面運動2
OMIM:614514	血栓嗜好症, proteins S 欠乏性, 常染色体劣性
OMIM:614519	
OMIM:614520	脳筋症, ミトコンドリア, 圧依存性いンイオンチャネル欠乏による
OMIM:614521	血小板血症3
OMIM:614524	線維軟骨形成症2
OMIM:614526	17q12 重複症候群
OMIM:614527	17q12 欠失症候群
OMIM:614541	16q22 欠失症候群
OMIM:614546	
OMIM:614557	Ehlers-Danlos 症候群, 後側弯型, 2
OMIM:614558	てんかん性脳症, 早期乳児, 13
OMIM:614559	乳児小脳網膜変性
OMIM:614561	白質脳症-脳石灰化-嚢胞
OMIM:614562	
OMIM:614563	精神遅滞, 常染色体優性13
OMIM:614564	皮膚毛細血管拡張-癌症候群, 家族性
OMIM:614565	夜盲, 先天性非進行性, 1E型
OMIM:614569	多発性内軟骨腫症, Maffucci 型
OMIM:614575	小脳失調-ニューロパチー-前庭無反射症候群
OMIM:614576	先天性グリコシル化障害 IIl 型
OMIM:614582	混合性酸化的リン酸化欠乏症9
OMIM:614583	Baraitser-Winter 症候群 2
OMIM:614588	ジストニア21
OMIM:614590	
OMIM:614592	湾曲骨異形成症候群
OMIM:614594	掌蹠角皮症, 切断性-開口周辺部角化性局面
OMIM:614595	
OMIM:614602	毛髪肝腸症候群2
OMIM:614607	Coffin-Siris 症候群2
OMIM:614608	Coffin-Siris 症候群3
OMIM:614609	Coffin-Siris 症候群4
OMIM:614613	肢端異骨症2 +/- ホルモン抵抗性
OMIM:614614	難聴, 常染色体優性4B
OMIM:614615	Joubert 症候群 17
OMIM:614616	下痢症6
OMIM:614617	難聴, 常染色体劣性86
OMIM:614618	過剰驚愕症3
OMIM:614619	過剰驚愕症2
OMIM:614621	紫外線感受性症候群2 (UVS)
OMIM:614622	円錐角膜5
OMIM:614623	円錐角膜6
OMIM:614628	円錐角膜8
OMIM:614629	円錐角膜7
OMIM:614640	紫外線感受性症候群3
OMIM:614643	筋ジストロフィー-ジストログリカン症 (先天性で脳眼奇形を伴う), A型, 7
OMIM:614650	コエンザイム Q10 欠損症, 原発性, 6
OMIM:614651	コエンザイム Q10 欠損症, 原発性, 2
OMIM:614652	コエンザイム Q10 欠損症, 原発性, 3
OMIM:614653	ニューロパチー, 遺伝性感覚および自律神経性, VI型
OMIM:614654	コエンザイム Q10 欠損症, 原発性, 5
OMIM:614655	
OMIM:614662	Cortisone reductase 欠乏症 2
OMIM:614665	メコニウムイレウス
OMIM:614668	
OMIM:614669	耳下顎関節頭症候群2
OMIM:614670	
OMIM:614671	16p11.2 重複症候群
OMIM:614672	心筋症, 拡張型, 2B
OMIM:614673	小頭症8, 原発性常染色体劣性
OMIM:614674	周期性発熱, 月経依存性
OMIM:614675	骨髄不全症候群1
OMIM:614676	心筋症, 家族性肥大型, 21
OMIM:614678	橋小脳低形成 1B 型
OMIM:614679	繊毛ジスキネジア, 原発性, 17
OMIM:614680	
OMIM:614684	両眼隔離と他の顔貌異常-短指-性器異常-精神遅滞-反復性炎症エピソード
OMIM:614687	鼻翼裂, 単独
OMIM:614688	橋被蓋キャップ異形成
OMIM:614691	白内障38
OMIM:614692	
OMIM:614696	筋萎縮性側索硬化症 17
OMIM:614699	分類不能型免疫不全7
OMIM:614700	分類不能型免疫不全8, 自己免疫を伴う
OMIM:614701	Cornelia de Lange 症候群4
OMIM:614702	混合性酸化的リン酸化欠乏症10
OMIM:614706	セロイドリポフスシン症, 神経性, 11
OMIM:614707	Brown-Vieletto-van Laere 症候群2
OMIM:614714	汗孔角化症7, 多型
OMIM:614723	Adenine phosphoribosyltransferase 欠損症
OMIM:614727	先天性グリコシル化異常症 IIk 型
OMIM:614728	Seckel 症候群6
OMIM:614731	
OMIM:614732	胎内発育遅滞-精神遅滞-骨幹端異形成-副腎低形成-性器奇形
OMIM:614736	グルココルチコイド欠損症4 +/- ミネラロコルチコイド欠乏症
OMIM:614739	3-メチルグルコタン酸尿症-難聴-脳症-Leigh 様症候群
OMIM:614740	
OMIM:614741	ミトコンドリアピルビン酸担送体欠乏症
OMIM:614742	肺線維症 +/- 骨髄不全, テロメア関連, 1
OMIM:614743	肺線維症 +/- 骨髄不全, テロメア関連, 2
OMIM:614744	顔面不全麻痺, 遺伝性先天性, 3
OMIM:614748	間質性肺疾患-ネフローゼ症候群-表皮水疱, 先天性
OMIM:614749	高ホスファターゼ症-精神遅滞症候群2
OMIM:614750	筋無力症候群, 先天性, 13
OMIM:614751	ニューロン症, 遠位遺伝性運動, VB型
OMIM:614753	Sotos 症候群2
OMIM:614756	小脳失調, 非進行性-精神遅滞
OMIM:614779	内臓逆位症, 1, 常染色体6
OMIM:614782	振戦, 遺伝性本態性, 4
OMIM:614800	低身長-視神経萎縮-Pelger-Huet 奇形
OMIM:614807	ミオパチー, 中心核, 4
OMIM:614808	筋萎縮性側索硬化症 18
OMIM:614809	CFHR5 欠乏症
OMIM:614810	
OMIM:614813	低身長-爪異形成-顔貌異常-寡毛症
OMIM:614814	Adams-Oliver 症候群3
OMIM:614815	Joubert 症候群18
OMIM:614816	Loey-Dietz 症候群4型
OMIM:614817	
OMIM:614819	Weill-Marchesani 症候群 3
OMIM:614820	交代性片麻痺, 小児, 2
OMIM:614822	精子形成不全10
OMIM:614823	大動脈弁疾患 2
OMIM:614826	眼振7, 先天性, 常染色体優性
OMIM:614830	筋ジストロフィー-ジストログリカン症 (先天性で脳眼奇形を伴う), A型, 8 (MDDGA8)
OMIM:614831	脊髄小脳失調, 常染色体劣性, 13
OMIM:614832	エナメル質形成不全, 未成熟型, IIA4
OMIM:614833	小頭-低身長-多小脳回-けいれん
OMIM:614834	甲状腺中毒性周期性麻痺への感受性3
OMIM:614836	
OMIM:614837	低ゴナドトロピン性性腺機能低下症8+/-無嗅覚症
OMIM:614838	低ゴナドトロピン性性腺機能低下症9+/-無嗅覚症
OMIM:614839	低ゴナドトロピン性性腺機能低下症10+/-無嗅覚症
OMIM:614840	低ゴナドトロピン性性腺機能低下症11+/-無嗅覚症
OMIM:614841	低ゴナドトロピン性性腺機能低下症12+/-無嗅覚症
OMIM:614842	低ゴナドトロピン性性腺機能低下症13+/-無嗅覚症
OMIM:614844	ネフロン癆14
OMIM:614845	ネフロン癆15
OMIM:614846	15q26 テトラソミー
OMIM:614847	てんかん, 全身性, 本態性への感受性12
OMIM:614849	
OMIM:614850	
OMIM:614851	Seckel 症候群 7
OMIM:614852	小頭症9, 原発性, 常染色体劣性
OMIM:614856	骨形成不全 XIII 型
OMIM:614857	メチルマロン酸尿症とホモシスチン尿症, cblJ型
OMIM:614858	低ゴナドトロピン性性腺機能低下症 14 +/- 無嗅覚症
OMIM:614859	ペルオキシソーム生合成異常症3A (Zellweger)
OMIM:614860	ジストニア23
OMIM:614861	難聴, 常染色体劣性98
OMIM:614862	ペルオキシソーム生合成異常症4A (Zellweger)
OMIM:614863	ペルオキシソーム生合成異常症4B
OMIM:614866	ペルオキシソーム生合成異常症5A (Zellweger)
OMIM:614867	ペルオキシソーム生合成異常症5B
OMIM:614868	T細胞免疫不全-反復性感染-自己免疫-心奇形
OMIM:614869	Usher 症候群 IJ 型
OMIM:614870	ペルオキシソーム生合成異常症6A (Zellweger)
OMIM:614871	ペルオキシソーム生合成異常症6B
OMIM:614872	ペルオキシソーム生合成異常症7A (Zellweger)
OMIM:614873	ペルオキシソーム生合成異常症7B
OMIM:614874	繊毛ジスキネジア, 原発性, 18
OMIM:614875	骨幹端内軟骨腫症-D-2-hydroxyglutaric aciduria
OMIM:614876	ペルオキシソーム生合成異常症8A (Zellweger)
OMIM:614877	ペルオキシソーム生合成異常症8B
OMIM:614878	自己炎症-抗体けつぼウ-免疫調節障害, PLCG2 関連
OMIM:614879	ペルオキシソーム生合成異常症9B
OMIM:614880	低ゴナドトロピン性性腺機能低下症 15 +/- 無嗅覚症
OMIM:614881	脊髄筋萎縮症, 遠位, 常染色体劣性5
OMIM:614882	ペルオキシソーム生合成異常症10A (Zellweger)
OMIM:614883	ペルオキシソーム生合成異常症11A (Zellweger)
OMIM:614885	ペルオキシソーム生合成異常症11B
OMIM:614886	ペルオキシソーム生合成異常症12A (Zellweger)
OMIM:614887	ペルオキシソーム生合成異常症13A (Zellweger)
OMIM:614889	免疫不全28
OMIM:614890	免疫不全29
OMIM:614891	免疫不全30
OMIM:614892	免疫不全31A
OMIM:614893	免疫不全32A
OMIM:614894	
OMIM:614895	Charcot-Marie-Tooth 病, 脱髄性, 4F型
OMIM:614896	洞房結節機能障害-難聴
OMIM:614897	性腺機能低下症16 +/- 無嗅覚
OMIM:614898	痙性対麻痺53, 常染色体劣性
OMIM:614899	難聴, 常染色体劣性93
OMIM:614900	Diamond-Blackfan 貧血 11
OMIM:614915	致死性先天性関節拘縮症候群4型
OMIM:614916	心室性頻拍症, カテコラミン作動性多形性, 4
OMIM:614920	ペルオキシソーム生合成異常症14B
OMIM:614921	先天性グリコシル化異常症 It
OMIM:614922	混合性酸化的リン酸化欠乏症11
OMIM:614923	Branched-chain ketoacid dehydrogenase kinase 欠乏症 (BCKDKD)
OMIM:614924	混合性酸化的リン酸化欠乏症12
OMIM:614926	Perrault 症候群 2
